sexe;preusuel;annais;nombre
1;CHRISTAN;2013;3
1;CHRISTAN;2017;3
1;CHRISTAN;XXXX;31
1;CHRISTEL;1951;4
1;CHRISTEL;1952;3
1;CHRISTEL;1959;4
1;CHRISTEL;1960;11
1;CHRISTEL;1961;16
1;CHRISTEL;1962;11
1;CHRISTEL;1963;21
1;CHRISTEL;1964;23
1;CHRISTEL;1965;21
1;CHRISTEL;1966;35
1;CHRISTEL;1967;27
1;CHRISTEL;1968;24
1;CHRISTEL;1969;23
1;CHRISTEL;1970;32
1;CHRISTEL;1971;32
1;CHRISTEL;1972;29
1;CHRISTEL;1973;26
1;CHRISTEL;1974;27
1;CHRISTEL;1975;11
1;CHRISTEL;1976;20
1;CHRISTEL;1977;16
1;CHRISTEL;1978;8
1;CHRISTEL;1979;6
1;CHRISTEL;1980;3
1;CHRISTEL;1981;3
1;CHRISTEL;1982;3
1;CHRISTEL;1983;3
1;CHRISTEL;1984;3
1;CHRISTEL;XXXX;33
1;CHRISTEN;1997;3
1;CHRISTEN;1999;4
1;CHRISTEN;2002;3
1;CHRISTEN;2004;3
1;CHRISTEN;XXXX;28
1;CHRISTENVIE;2005;3
1;CHRISTENVIE;2009;3
1;CHRISTENVIE;2011;3
1;CHRISTENVIE;XXXX;15
1;CHRISTIAEN;1929;5
1;CHRISTIAEN;XXXX;16
1;CHRISTIAN;1900;61
1;CHRISTIAN;1901;77
1;CHRISTIAN;1902;114
1;CHRISTIAN;1903;115
1;CHRISTIAN;1904;112
1;CHRISTIAN;1905;121
1;CHRISTIAN;1906;125
1;CHRISTIAN;1907;136
1;CHRISTIAN;1908;139
1;CHRISTIAN;1909;131
1;CHRISTIAN;1910;143
1;CHRISTIAN;1911;197
1;CHRISTIAN;1912;228
1;CHRISTIAN;1913;185
1;CHRISTIAN;1914;223
1;CHRISTIAN;1915;124
1;CHRISTIAN;1916;113
1;CHRISTIAN;1917;139
1;CHRISTIAN;1918;190
1;CHRISTIAN;1919;191
1;CHRISTIAN;1920;343
1;CHRISTIAN;1921;389
1;CHRISTIAN;1922;502
1;CHRISTIAN;1923;521
1;CHRISTIAN;1924;704
1;CHRISTIAN;1925;796
1;CHRISTIAN;1926;857
1;CHRISTIAN;1927;1052
1;CHRISTIAN;1928;1277
1;CHRISTIAN;1929;1450
1;CHRISTIAN;1930;1766
1;CHRISTIAN;1931;2044
1;CHRISTIAN;1932;2235
1;CHRISTIAN;1933;2211
1;CHRISTIAN;1934;2555
1;CHRISTIAN;1935;2634
1;CHRISTIAN;1936;2878
1;CHRISTIAN;1937;3078
1;CHRISTIAN;1938;3448
1;CHRISTIAN;1939;3536
1;CHRISTIAN;1940;3495
1;CHRISTIAN;1941;3870
1;CHRISTIAN;1942;5081
1;CHRISTIAN;1943;6357
1;CHRISTIAN;1944;7055
1;CHRISTIAN;1945;8116
1;CHRISTIAN;1946;13288
1;CHRISTIAN;1947;15267
1;CHRISTIAN;1948;16248
1;CHRISTIAN;1949;17300
1;CHRISTIAN;1950;17040
1;CHRISTIAN;1951;16676
1;CHRISTIAN;1952;16142
1;CHRISTIAN;1953;16819
1;CHRISTIAN;1954;17077
1;CHRISTIAN;1955;17299
1;CHRISTIAN;1956;15938
1;CHRISTIAN;1957;15290
1;CHRISTIAN;1958;14069
1;CHRISTIAN;1959;13209
1;CHRISTIAN;1960;12286
1;CHRISTIAN;1961;11146
1;CHRISTIAN;1962;10612
1;CHRISTIAN;1963;9789
1;CHRISTIAN;1964;8864
1;CHRISTIAN;1965;7798
1;CHRISTIAN;1966;6709
1;CHRISTIAN;1967;5790
1;CHRISTIAN;1968;5248
1;CHRISTIAN;1969;4608
1;CHRISTIAN;1970;3832
1;CHRISTIAN;1971;3251
1;CHRISTIAN;1972;2677
1;CHRISTIAN;1973;2200
1;CHRISTIAN;1974;1928
1;CHRISTIAN;1975;1470
1;CHRISTIAN;1976;1263
1;CHRISTIAN;1977;1125
1;CHRISTIAN;1978;980
1;CHRISTIAN;1979;866
1;CHRISTIAN;1980;833
1;CHRISTIAN;1981;729
1;CHRISTIAN;1982;708
1;CHRISTIAN;1983;584
1;CHRISTIAN;1984;541
1;CHRISTIAN;1985;498
1;CHRISTIAN;1986;470
1;CHRISTIAN;1987;379
1;CHRISTIAN;1988;396
1;CHRISTIAN;1989;371
1;CHRISTIAN;1990;355
1;CHRISTIAN;1991;292
1;CHRISTIAN;1992;299
1;CHRISTIAN;1993;308
1;CHRISTIAN;1994;292
1;CHRISTIAN;1995;227
1;CHRISTIAN;1996;195
1;CHRISTIAN;1997;204
1;CHRISTIAN;1998;164
1;CHRISTIAN;1999;177
1;CHRISTIAN;2000;190
1;CHRISTIAN;2001;185
1;CHRISTIAN;2002;144
1;CHRISTIAN;2003;127
1;CHRISTIAN;2004;131
1;CHRISTIAN;2005;138
1;CHRISTIAN;2006;111
1;CHRISTIAN;2007;111
1;CHRISTIAN;2008;108
1;CHRISTIAN;2009;110
1;CHRISTIAN;2010;94
1;CHRISTIAN;2011;86
1;CHRISTIAN;2012;94
1;CHRISTIAN;2013;91
1;CHRISTIAN;2014;86
1;CHRISTIAN;2015;93
1;CHRISTIAN;2016;80
1;CHRISTIAN;2017;82
1;CHRISTIAN;2018;85
1;CHRISTIAN;2019;95
1;CHRISTIAN;2020;71
1;CHRISTIAN;2021;71
1;CHRISTIAN-JACQUES;1947;4
1;CHRISTIAN-JACQUES;1956;5
1;CHRISTIAN-JACQUES;1959;3
1;CHRISTIAN-JACQUES;1962;5
1;CHRISTIAN-JACQUES;XXXX;28
1;CHRISTIAN-MARIE;1949;3
1;CHRISTIAN-MARIE;XXXX;20
1;CHRISTIAN-PIERRE;1959;3
1;CHRISTIAN-PIERRE;1962;3
1;CHRISTIAN-PIERRE;XXXX;18
1;CHRISTIANO;1968;3
1;CHRISTIANO;1975;3
1;CHRISTIANO;1995;3
1;CHRISTIANO;2001;3
1;CHRISTIANO;2003;3
1;CHRISTIANO;2004;10
1;CHRISTIANO;2005;16
1;CHRISTIANO;2006;23
1;CHRISTIANO;2007;27
1;CHRISTIANO;2008;19
1;CHRISTIANO;2009;24
1;CHRISTIANO;2010;25
1;CHRISTIANO;2011;15
1;CHRISTIANO;2012;21
1;CHRISTIANO;2013;21
1;CHRISTIANO;2014;24
1;CHRISTIANO;2015;13
1;CHRISTIANO;2016;23
1;CHRISTIANO;2017;16
1;CHRISTIANO;2018;12
1;CHRISTIANO;2019;14
1;CHRISTIANO;2020;11
1;CHRISTIANO;2021;10
1;CHRISTIANO;XXXX;29
1;CHRISTIE;1971;3
1;CHRISTIE;1994;3
1;CHRISTIE;XXXX;31
1;CHRISTIEN;1903;4
1;CHRISTIEN;1906;4
1;CHRISTIEN;1928;4
1;CHRISTIEN;1936;3
1;CHRISTIEN;1938;6
1;CHRISTIEN;XXXX;38
1;CHRISTIN;1902;3
1;CHRISTIN;1903;3
1;CHRISTIN;1906;3
1;CHRISTIN;1907;4
1;CHRISTIN;1908;9
1;CHRISTIN;1909;3
1;CHRISTIN;1910;3
1;CHRISTIN;1911;5
1;CHRISTIN;1913;7
1;CHRISTIN;1915;3
1;CHRISTIN;1917;4
1;CHRISTIN;1919;3
1;CHRISTIN;1922;3
1;CHRISTIN;1923;7
1;CHRISTIN;1926;9
1;CHRISTIN;1928;6
1;CHRISTIN;1929;7
1;CHRISTIN;1930;3
1;CHRISTIN;1932;5
1;CHRISTIN;1933;5
1;CHRISTIN;1934;3
1;CHRISTIN;1935;4
1;CHRISTIN;1937;7
1;CHRISTIN;1939;3
1;CHRISTIN;1942;3
1;CHRISTIN;1943;6
1;CHRISTIN;1944;3
1;CHRISTIN;1945;4
1;CHRISTIN;1946;4
1;CHRISTIN;1947;3
1;CHRISTIN;1949;4
1;CHRISTIN;1950;4
1;CHRISTIN;1951;3
1;CHRISTIN;1953;3
1;CHRISTIN;1954;3
1;CHRISTIN;1958;3
1;CHRISTIN;1961;5
1;CHRISTIN;1969;3
1;CHRISTIN;1987;3
1;CHRISTIN;2002;3
1;CHRISTIN;2003;4
1;CHRISTIN;XXXX;78
1;CHRISTINE;1934;4
1;CHRISTINE;1940;3
1;CHRISTINE;1943;3
1;CHRISTINE;XXXX;24
1;CHRISTINO;2020;4
1;CHRISTINO;XXXX;18
1;CHRISTIVIE;2008;3
1;CHRISTIVIE;2012;3
1;CHRISTIVIE;XXXX;17
1;CHRISTO;2004;3
1;CHRISTO;2005;3
1;CHRISTO;2015;3
1;CHRISTO;XXXX;30
1;CHRISTOBAL;1965;5
1;CHRISTOBAL;1966;5
1;CHRISTOBAL;1968;4
1;CHRISTOBAL;1971;4
1;CHRISTOBAL;1976;4
1;CHRISTOBAL;2012;3
1;CHRISTOBAL;XXXX;43
1;CHRISTOF;XXXX;29
1;CHRISTOFER;1971;4
1;CHRISTOFER;1973;4
1;CHRISTOFER;1974;3
1;CHRISTOFER;1975;3
1;CHRISTOFER;1976;6
1;CHRISTOFER;1978;3
1;CHRISTOFER;1979;6
1;CHRISTOFER;1980;10
1;CHRISTOFER;1981;7
1;CHRISTOFER;1982;11
1;CHRISTOFER;1983;17
1;CHRISTOFER;1984;31
1;CHRISTOFER;1985;34
1;CHRISTOFER;1986;11
1;CHRISTOFER;1987;13
1;CHRISTOFER;1988;6
1;CHRISTOFER;1989;11
1;CHRISTOFER;1990;12
1;CHRISTOFER;1991;9
1;CHRISTOFER;1992;5
1;CHRISTOFER;1993;6
1;CHRISTOFER;1994;5
1;CHRISTOFER;1995;3
1;CHRISTOFER;1996;4
1;CHRISTOFER;1997;5
1;CHRISTOFER;1998;3
1;CHRISTOFER;1999;5
1;CHRISTOFER;2000;7
1;CHRISTOFER;2001;11
1;CHRISTOFER;2002;6
1;CHRISTOFER;2005;3
1;CHRISTOFER;2006;5
1;CHRISTOFER;2008;4
1;CHRISTOFER;2010;3
1;CHRISTOFER;2011;3
1;CHRISTOFER;2013;3
1;CHRISTOFER;2014;3
1;CHRISTOFER;XXXX;19
1;CHRISTOFFER;1995;3
1;CHRISTOFFER;XXXX;28
1;CHRISTOPH;1950;3
1;CHRISTOPH;1960;3
1;CHRISTOPH;1961;4
1;CHRISTOPH;1963;3
1;CHRISTOPH;1964;5
1;CHRISTOPH;1965;5
1;CHRISTOPH;1966;4
1;CHRISTOPH;1968;9
1;CHRISTOPH;1969;5
1;CHRISTOPH;1970;12
1;CHRISTOPH;1971;9
1;CHRISTOPH;1972;5
1;CHRISTOPH;1973;6
1;CHRISTOPH;1974;4
1;CHRISTOPH;1975;7
1;CHRISTOPH;1976;7
1;CHRISTOPH;1977;4
1;CHRISTOPH;1978;3
1;CHRISTOPH;1979;4
1;CHRISTOPH;1980;5
1;CHRISTOPH;1983;5
1;CHRISTOPH;1984;4
1;CHRISTOPH;1985;3
1;CHRISTOPH;1986;3
1;CHRISTOPH;1988;3
1;CHRISTOPH;1989;4
1;CHRISTOPH;1996;3
1;CHRISTOPH;XXXX;34
1;CHRISTOPHE;1900;51
1;CHRISTOPHE;1901;42
1;CHRISTOPHE;1902;56
1;CHRISTOPHE;1903;52
1;CHRISTOPHE;1904;46
1;CHRISTOPHE;1905;51
1;CHRISTOPHE;1906;54
1;CHRISTOPHE;1907;53
1;CHRISTOPHE;1908;44
1;CHRISTOPHE;1909;59
1;CHRISTOPHE;1910;62
1;CHRISTOPHE;1911;60
1;CHRISTOPHE;1912;45
1;CHRISTOPHE;1913;53
1;CHRISTOPHE;1914;56
1;CHRISTOPHE;1915;63
1;CHRISTOPHE;1916;29
1;CHRISTOPHE;1917;43
1;CHRISTOPHE;1918;41
1;CHRISTOPHE;1919;44
1;CHRISTOPHE;1920;65
1;CHRISTOPHE;1921;57
1;CHRISTOPHE;1922;62
1;CHRISTOPHE;1923;71
1;CHRISTOPHE;1924;63
1;CHRISTOPHE;1925;69
1;CHRISTOPHE;1926;65
1;CHRISTOPHE;1927;81
1;CHRISTOPHE;1928;81
1;CHRISTOPHE;1929;66
1;CHRISTOPHE;1930;83
1;CHRISTOPHE;1931;70
1;CHRISTOPHE;1932;84
1;CHRISTOPHE;1933;91
1;CHRISTOPHE;1934;87
1;CHRISTOPHE;1935;82
1;CHRISTOPHE;1936;85
1;CHRISTOPHE;1937;92
1;CHRISTOPHE;1938;91
1;CHRISTOPHE;1939;87
1;CHRISTOPHE;1940;87
1;CHRISTOPHE;1941;93
1;CHRISTOPHE;1942;84
1;CHRISTOPHE;1943;70
1;CHRISTOPHE;1944;80
1;CHRISTOPHE;1945;81
1;CHRISTOPHE;1946;96
1;CHRISTOPHE;1947;118
1;CHRISTOPHE;1948;139
1;CHRISTOPHE;1949;162
1;CHRISTOPHE;1950;183
1;CHRISTOPHE;1951;209
1;CHRISTOPHE;1952;225
1;CHRISTOPHE;1953;360
1;CHRISTOPHE;1954;427
1;CHRISTOPHE;1955;621
1;CHRISTOPHE;1956;783
1;CHRISTOPHE;1957;1381
1;CHRISTOPHE;1958;1845
1;CHRISTOPHE;1959;2433
1;CHRISTOPHE;1960;3319
1;CHRISTOPHE;1961;4264
1;CHRISTOPHE;1962;5848
1;CHRISTOPHE;1963;7619
1;CHRISTOPHE;1964;9951
1;CHRISTOPHE;1965;12674
1;CHRISTOPHE;1966;20674
1;CHRISTOPHE;1967;21727
1;CHRISTOPHE;1968;21470
1;CHRISTOPHE;1969;22640
1;CHRISTOPHE;1970;21849
1;CHRISTOPHE;1971;22099
1;CHRISTOPHE;1972;21157
1;CHRISTOPHE;1973;21069
1;CHRISTOPHE;1974;17311
1;CHRISTOPHE;1975;14447
1;CHRISTOPHE;1976;13105
1;CHRISTOPHE;1977;11864
1;CHRISTOPHE;1978;10361
1;CHRISTOPHE;1979;9628
1;CHRISTOPHE;1980;9479
1;CHRISTOPHE;1981;8098
1;CHRISTOPHE;1982;7088
1;CHRISTOPHE;1983;6183
1;CHRISTOPHE;1984;5926
1;CHRISTOPHE;1985;4930
1;CHRISTOPHE;1986;4774
1;CHRISTOPHE;1987;4052
1;CHRISTOPHE;1988;3093
1;CHRISTOPHE;1989;2626
1;CHRISTOPHE;1990;2136
1;CHRISTOPHE;1991;1960
1;CHRISTOPHE;1992;1561
1;CHRISTOPHE;1993;1360
1;CHRISTOPHE;1994;1099
1;CHRISTOPHE;1995;995
1;CHRISTOPHE;1996;813
1;CHRISTOPHE;1997;685
1;CHRISTOPHE;1998;556
1;CHRISTOPHE;1999;466
1;CHRISTOPHE;2000;460
1;CHRISTOPHE;2001;429
1;CHRISTOPHE;2002;323
1;CHRISTOPHE;2003;232
1;CHRISTOPHE;2004;218
1;CHRISTOPHE;2005;174
1;CHRISTOPHE;2006;156
1;CHRISTOPHE;2007;153
1;CHRISTOPHE;2008;129
1;CHRISTOPHE;2009;105
1;CHRISTOPHE;2010;87
1;CHRISTOPHE;2011;68
1;CHRISTOPHE;2012;76
1;CHRISTOPHE;2013;59
1;CHRISTOPHE;2014;55
1;CHRISTOPHE;2015;52
1;CHRISTOPHE;2016;52
1;CHRISTOPHE;2017;43
1;CHRISTOPHE;2018;32
1;CHRISTOPHE;2019;23
1;CHRISTOPHE;2020;40
1;CHRISTOPHE;2021;28
1;CHRISTOPHER;1947;3
1;CHRISTOPHER;1949;8
1;CHRISTOPHER;1950;4
1;CHRISTOPHER;1951;7
1;CHRISTOPHER;1952;6
1;CHRISTOPHER;1953;14
1;CHRISTOPHER;1954;7
1;CHRISTOPHER;1955;11
1;CHRISTOPHER;1956;15
1;CHRISTOPHER;1957;23
1;CHRISTOPHER;1958;23
1;CHRISTOPHER;1959;29
1;CHRISTOPHER;1960;43
1;CHRISTOPHER;1961;10
1;CHRISTOPHER;1962;31
1;CHRISTOPHER;1963;30
1;CHRISTOPHER;1964;36
1;CHRISTOPHER;1965;38
1;CHRISTOPHER;1966;30
1;CHRISTOPHER;1967;20
1;CHRISTOPHER;1968;31
1;CHRISTOPHER;1969;27
1;CHRISTOPHER;1970;37
1;CHRISTOPHER;1971;51
1;CHRISTOPHER;1972;90
1;CHRISTOPHER;1973;78
1;CHRISTOPHER;1974;104
1;CHRISTOPHER;1975;104
1;CHRISTOPHER;1976;105
1;CHRISTOPHER;1977;100
1;CHRISTOPHER;1978;135
1;CHRISTOPHER;1979;162
1;CHRISTOPHER;1980;168
1;CHRISTOPHER;1981;200
1;CHRISTOPHER;1982;257
1;CHRISTOPHER;1983;566
1;CHRISTOPHER;1984;1823
1;CHRISTOPHER;1985;1943
1;CHRISTOPHER;1986;2019
1;CHRISTOPHER;1987;2095
1;CHRISTOPHER;1988;2194
1;CHRISTOPHER;1989;2501
1;CHRISTOPHER;1990;2418
1;CHRISTOPHER;1991;2423
1;CHRISTOPHER;1992;2261
1;CHRISTOPHER;1993;2051
1;CHRISTOPHER;1994;1720
1;CHRISTOPHER;1995;1606
1;CHRISTOPHER;1996;1646
1;CHRISTOPHER;1997;1433
1;CHRISTOPHER;1998;1288
1;CHRISTOPHER;1999;1075
1;CHRISTOPHER;2000;1022
1;CHRISTOPHER;2001;889
1;CHRISTOPHER;2002;690
1;CHRISTOPHER;2003;448
1;CHRISTOPHER;2004;361
1;CHRISTOPHER;2005;291
1;CHRISTOPHER;2006;228
1;CHRISTOPHER;2007;217
1;CHRISTOPHER;2008;184
1;CHRISTOPHER;2009;155
1;CHRISTOPHER;2010;135
1;CHRISTOPHER;2011;129
1;CHRISTOPHER;2012;94
1;CHRISTOPHER;2013;79
1;CHRISTOPHER;2014;86
1;CHRISTOPHER;2015;79
1;CHRISTOPHER;2016;58
1;CHRISTOPHER;2017;62
1;CHRISTOPHER;2018;50
1;CHRISTOPHER;2019;41
1;CHRISTOPHER;2020;46
1;CHRISTOPHER;2021;39
1;CHRISTOPHER;XXXX;2
1;CHRISTOPHEUR;1994;4
1;CHRISTOPHEUR;1997;3
1;CHRISTOPHEUR;XXXX;27
1;CHRISTOS;1968;4
1;CHRISTOS;1970;5
1;CHRISTOS;1971;3
1;CHRISTOS;1977;4
1;CHRISTOS;1978;3
1;CHRISTOS;1979;3
1;CHRISTOS;1983;4
1;CHRISTOS;1990;3
1;CHRISTOS;1993;3
1;CHRISTOS;1995;3
1;CHRISTOS;2009;5
1;CHRISTOS;2010;3
1;CHRISTOS;2015;5
1;CHRISTOS;XXXX;55
1;CHRISTY;1972;5
1;CHRISTY;1973;7
1;CHRISTY;1974;6
1;CHRISTY;1975;4
1;CHRISTY;1977;6
1;CHRISTY;1978;4
1;CHRISTY;1979;3
1;CHRISTY;1981;3
1;CHRISTY;1982;4
1;CHRISTY;1983;4
1;CHRISTY;1984;3
1;CHRISTY;1985;4
1;CHRISTY;1986;3
1;CHRISTY;1989;3
1;CHRISTY;1990;5
1;CHRISTY;1991;3
1;CHRISTY;1993;4
1;CHRISTY;1994;5
1;CHRISTY;1995;7
1;CHRISTY;1996;7
1;CHRISTY;1997;4
1;CHRISTY;1998;3
1;CHRISTY;1999;3
1;CHRISTY;2000;6
1;CHRISTY;2001;4
1;CHRISTY;2002;6
1;CHRISTY;2004;4
1;CHRISTY;2005;4
1;CHRISTY;2007;4
1;CHRISTY;2011;4
1;CHRISTY;2014;6
1;CHRISTY;2016;4
1;CHRISTY;XXXX;44
1;CHRYS;1977;3
1;CHRYS;1978;3
1;CHRYS;1979;5
1;CHRYS;1981;4
1;CHRYS;1982;4
1;CHRYS;1983;5
1;CHRYS;1988;3
1;CHRYS;1990;3
1;CHRYS;1991;4
1;CHRYS;1992;9
1;CHRYS;1993;10
1;CHRYS;1994;9
1;CHRYS;1995;3
1;CHRYS;1996;7
1;CHRYS;1997;10
1;CHRYS;1998;10
1;CHRYS;1999;5
1;CHRYS;2000;5
1;CHRYS;2001;21
1;CHRYS;2002;7
1;CHRYS;2003;11
1;CHRYS;2004;12
1;CHRYS;2005;16
1;CHRYS;2006;24
1;CHRYS;2007;13
1;CHRYS;2008;18
1;CHRYS;2009;20
1;CHRYS;2010;12
1;CHRYS;2011;18
1;CHRYS;2012;19
1;CHRYS;2013;21
1;CHRYS;2014;14
1;CHRYS;2015;9
1;CHRYS;2016;6
1;CHRYS;2017;9
1;CHRYS;2018;9
1;CHRYS;2019;6
1;CHRYS;2021;5
1;CHRYS;XXXX;21
1;CHRYSOSTOME;1905;4
1;CHRYSOSTOME;1914;4
1;CHRYSOSTOME;1997;3
1;CHRYSOSTOME;XXXX;50
1;CHRYSS;2018;3
1;CHRYSS;XXXX;19
1;CHRYSTEL;1968;4
1;CHRYSTEL;1971;3
1;CHRYSTEL;1973;3
1;CHRYSTEL;XXXX;26
1;CHRYSTIAN;1937;3
1;CHRYSTIAN;1940;4
1;CHRYSTIAN;1941;3
1;CHRYSTIAN;1947;5
1;CHRYSTIAN;1949;3
1;CHRYSTIAN;1953;3
1;CHRYSTIAN;XXXX;38
1;CHRYSTOPHE;1967;4
1;CHRYSTOPHE;1968;5
1;CHRYSTOPHE;1969;4
1;CHRYSTOPHE;1970;3
1;CHRYSTOPHE;1971;5
1;CHRYSTOPHE;1972;6
1;CHRYSTOPHE;1973;4
1;CHRYSTOPHE;1974;6
1;CHRYSTOPHE;1975;4
1;CHRYSTOPHE;1976;3
1;CHRYSTOPHE;1987;3
1;CHRYSTOPHE;XXXX;19
1;CHRYSTOPHER;1985;4
1;CHRYSTOPHER;1988;5
1;CHRYSTOPHER;1989;6
1;CHRYSTOPHER;1992;5
1;CHRYSTOPHER;1993;5
1;CHRYSTOPHER;1994;5
1;CHRYSTOPHER;1995;7
1;CHRYSTOPHER;1996;4
1;CHRYSTOPHER;1997;7
1;CHRYSTOPHER;1998;11
1;CHRYSTOPHER;1999;3
1;CHRYSTOPHER;2000;4
1;CHRYSTOPHER;2005;3
1;CHRYSTOPHER;2007;4
1;CHRYSTOPHER;2009;4
1;CHRYSTOPHER;2010;4
1;CHRYSTOPHER;XXXX;31
1;CHU;1983;3
1;CHU;XXXX;18
1;CHUN;1983;4
1;CHUN;1998;4
1;CHUN;2000;3
1;CHUN;2001;3
1;CHUN;2002;4
1;CHUN;2003;5
1;CHUN;2005;3
1;CHUN;2009;4
1;CHUN;XXXX;31
1;CIAN;2000;3
1;CIAN;2001;3
1;CIAN;2002;4
1;CIAN;2003;3
1;CIAN;2007;4
1;CIAN;2008;7
1;CIAN;2009;4
1;CIAN;2010;4
1;CIAN;2011;4
1;CIAN;2012;12
1;CIAN;2013;3
1;CIAN;2014;5
1;CIAN;2015;5
1;CIAN;2016;7
1;CIAN;2017;7
1;CIAN;2021;4
1;CIAN;XXXX;19
1;CIARAN;1988;3
1;CIARAN;2000;3
1;CIARAN;2001;4
1;CIARAN;2003;4
1;CIARAN;2006;4
1;CIARAN;2009;6
1;CIARAN;2011;4
1;CIARAN;2012;8
1;CIARAN;2013;4
1;CIARAN;2017;6
1;CIARAN;2018;3
1;CIARAN;2020;3
1;CIARAN;XXXX;21
1;CID;1996;3
1;CID;1997;3
1;CID;1999;3
1;CID;2000;5
1;CID;2005;4
1;CID;2006;4
1;CID;2007;4
1;CID;2009;3
1;CID;2013;3
1;CID;XXXX;33
1;CIDJY;2006;3
1;CIDJY;2012;3
1;CIDJY;XXXX;19
1;CIELO;2011;3
1;CIELO;2014;4
1;CIELO;2016;3
1;CIELO;XXXX;15
1;CIHAD;1990;5
1;CIHAD;1992;3
1;CIHAD;2003;3
1;CIHAD;XXXX;20
1;CIHAN;1977;4
1;CIHAN;1978;5
1;CIHAN;1979;8
1;CIHAN;1981;4
1;CIHAN;1982;7
1;CIHAN;1983;7
1;CIHAN;1984;13
1;CIHAN;1985;12
1;CIHAN;1986;13
1;CIHAN;1987;12
1;CIHAN;1988;16
1;CIHAN;1989;13
1;CIHAN;1990;12
1;CIHAN;1991;26
1;CIHAN;1992;16
1;CIHAN;1993;17
1;CIHAN;1994;12
1;CIHAN;1995;14
1;CIHAN;1996;5
1;CIHAN;1997;7
1;CIHAN;1998;9
1;CIHAN;1999;16
1;CIHAN;2000;14
1;CIHAN;2001;10
1;CIHAN;2002;22
1;CIHAN;2003;23
1;CIHAN;2004;17
1;CIHAN;2005;17
1;CIHAN;2006;11
1;CIHAN;2007;12
1;CIHAN;2008;14
1;CIHAN;2009;10
1;CIHAN;2010;13
1;CIHAN;2011;18
1;CIHAN;2012;16
1;CIHAN;2013;7
1;CIHAN;2014;11
1;CIHAN;2015;12
1;CIHAN;2016;19
1;CIHAN;2017;10
1;CIHAN;2018;4
1;CIHAN;2019;8
1;CIHAN;2020;14
1;CIHAN;2021;4
1;CIHAN;XXXX;8
1;CIHANGIR;2019;4
1;CIHANGIR;2020;5
1;CIHANGIR;XXXX;26
1;CIHAT;1993;3
1;CIHAT;1994;4
1;CIHAT;1996;3
1;CIHAT;1997;3
1;CIHAT;1998;5
1;CIHAT;1999;4
1;CIHAT;2000;3
1;CIHAT;2001;3
1;CIHAT;XXXX;37
1;CILIAN;1998;3
1;CILIAN;2004;4
1;CILIAN;2006;6
1;CILIAN;2007;4
1;CILIAN;2008;3
1;CILIAN;2010;4
1;CILIAN;2012;3
1;CILIAN;2013;3
1;CILIAN;2015;5
1;CILIAN;2017;4
1;CILIAN;2020;5
1;CILIAN;2021;4
1;CILIAN;XXXX;13
1;CILIO;2014;3
1;CILIO;2016;3
1;CILIO;XXXX;18
1;CILLIAN;1997;3
1;CILLIAN;1998;4
1;CILLIAN;1999;4
1;CILLIAN;2000;3
1;CILLIAN;2001;8
1;CILLIAN;2002;4
1;CILLIAN;2003;4
1;CILLIAN;2004;4
1;CILLIAN;2005;12
1;CILLIAN;2006;13
1;CILLIAN;2007;10
1;CILLIAN;2008;7
1;CILLIAN;2009;13
1;CILLIAN;2010;4
1;CILLIAN;2011;3
1;CILLIAN;2012;6
1;CILLIAN;2013;4
1;CILLIAN;2014;8
1;CILLIAN;2015;11
1;CILLIAN;2016;9
1;CILLIAN;2017;3
1;CILLIAN;2018;8
1;CILLIAN;2019;13
1;CILLIAN;2020;19
1;CILLIAN;2021;14
1;CILLIAN;XXXX;4
1;CINAR;2006;8
1;CINAR;2007;4
1;CINAR;2008;3
1;CINAR;2010;3
1;CINAR;2011;6
1;CINAR;2012;5
1;CINAR;2015;6
1;CINAR;2016;4
1;CINAR;XXXX;21
1;ÇINAR;2012;3
1;ÇINAR;2013;3
1;ÇINAR;2014;5
1;ÇINAR;2015;3
1;ÇINAR;2016;3
1;ÇINAR;2017;5
1;ÇINAR;2019;5
1;ÇINAR;2020;4
1;ÇINAR;XXXX;7
1;CINDY;1957;4
1;CINDY;1981;3
1;CINDY;1989;3
1;CINDY;XXXX;10
1;CIPRIAN;2009;3
1;CIPRIAN;2011;4
1;CIPRIAN;2012;4
1;CIPRIAN;2014;3
1;CIPRIAN;2015;3
1;CIPRIAN;2016;3
1;CIPRIAN;2018;3
1;CIPRIAN;2020;3
1;CIPRIAN;XXXX;19
1;CIPRIANO;1963;4
1;CIPRIANO;1965;3
1;CIPRIANO;1967;7
1;CIPRIANO;1968;3
1;CIPRIANO;1973;3
1;CIPRIANO;XXXX;33
1;CIRCONCIS;1929;3
1;CIRCONCIS;XXXX;33
1;CIRE;1979;4
1;CIRE;1983;3
1;CIRE;1985;3
1;CIRE;1987;4
1;CIRE;1988;3
1;CIRE;1991;5
1;CIRE;1992;5
1;CIRE;1993;5
1;CIRE;1996;5
1;CIRE;1998;3
1;CIRE;1999;3
1;CIRE;2003;3
1;CIRE;2004;5
1;CIRE;2005;3
1;CIRE;2007;4
1;CIRE;2009;5
1;CIRE;2010;3
1;CIRE;XXXX;30
1;CIRÉ;2011;4
1;CIRÉ;2013;6
1;CIRÉ;2018;3
1;CIRÉ;2020;4
1;CIRÉ;XXXX;15
1;CIRIL;1972;3
1;CIRIL;1979;3
1;CIRIL;1981;4
1;CIRIL;XXXX;31
1;CIRO;1930;3
1;CIRO;1936;3
1;CIRO;1958;3
